date,open,high,low,close,volume
2015-08-13,13069.983,13395.176,12962.0,13395.176,28706246656
2015-08-14,13497.164,13606.327,13378.591,13445.874,32679518208
2015-08-17,13417.326,13585.961,13309.538,13573.902,32680921088
2015-08-18,13608.516,13652.542,12634.948,12683.855,38903492608
2015-08-19,12328.596,13028.504,12049.916,12960.659,33174853632
2015-08-20,12864.835,13040.362,12582.244,12584.577,28375572480
2015-08-21,12355.274,12511.415,11891.839,11902.046,26016079872
2015-08-24,11399.663,11446.099,10964.092,10970.29,19382935552
2015-08-25,10212.472,10529.923,10168.416,10197.937,21874675712
2015-08-26,10199.896,10559.241,9776.21,9899.719,32672716800
2015-08-27,10076.092,10254.349,9713.986,10254.349,27196186624
2015-08-28,10397.966,10826.191,10311.368,10799.996,31598858240
2015-08-31,10706.227,10706.227,10398.33,10549.163,26670256128
2015-09-01,10388.498,10388.498,9954.577,10162.516,24629145600
2015-09-02,9694.477,10319.485,9682.708,10054.801,25917372416
2015-09-07,10121.829,10404.223,9933.541,9991.764,22854055936
2015-09-08,9898.635,10341.304,9763.949,10320.226,20042743808
2015-09-09,10367.348,10702.183,10335.022,10620.133,31192592384
2015-09-10,10449.926,10618.869,10406.021,10424.654,22531418112
2015-09-11,10408.407,10555.62,10332.411,10463.692,19046508544
2015-09-14,10517.684,10544.281,9739.421,9778.234,24088270848
2015-09-15,9533.45,9719.662,9259.648,9290.807,19821443072
2015-09-16,9330.755,9933.83,9297.198,9890.429,23480100864
2015-09-17,9872.041,10147.175,9739.89,9739.89,27371560960
2015-09-18,9806.716,9914.585,9691.064,9850.772,18768099328
2015-09-21,9732.122,10176.727,9701.325,10176.727,22716786688
2015-09-22,10200.547,10357.417,10121.741,10238.686,26389788672
2015-09-23,10071.333,10250.453,10040.948,10132.295,23184402432
2015-09-24,10178.098,10288.184,10124.128,10238.038,22149160960
2015-09-25,10184.88,10249.242,9835.842,9904.764,22674012160
2015-09-28,9919.562,10124.313,9796.929,10115.547,16402103296
2015-09-29,9962.581,10070.254,9873.781,9949.918,17448089600
2015-09-30,10004.795,10048.859,9890.706,9988.25,14980384768
2015-10-08,10332.235,10477.209,10265.0,10394.734,23068794880
2015-10-09,10386.806,10589.519,10363.984,10540.194,24188557312
2015-10-12,10599.884,11069.681,10593.538,10961.363,34134267904
2015-10-13,10885.105,11072.996,10850.723,11042.13,29515622400
2015-10-14,10997.082,11095.338,10880.108,10901.479,29610278912
2015-10-15,10862.112,11229.38,10862.112,11229.38,30849026048
2015-10-16,11301.935,11384.24,11172.042,11374.834,35729727488
2015-10-19,11426.518,11498.24,11245.014,11391.013,35436314624
2015-10-20,11372.178,11597.156,11335.783,11597.08,32894941184
2015-10-21,11592.199,11641.893,10872.567,10915.986,42174595072
2015-10-22,10921.178,11320.011,10910.879,11305.103,32683130880
2015-10-23,11397.199,11653.087,11345.527,11603.456,37897883648
2015-10-26,11765.652,11789.02,11534.826,11687.772,39154749440
2015-10-27,11588.942,11820.723,11229.102,11758.413,36633202688
2015-10-28,11689.287,11834.073,11446.43,11494.347,34152933376
2015-10-29,11565.713,11694.781,11406.102,11566.662,28180961280
2015-10-30,11542.014,11711.037,11369.395,11546.051,29633595392
2015-11-02,11306.204,11637.988,11266.038,11304.882,27469090816
2015-11-03,11341.303,11416.838,11200.597,11288.144,22405132288
2015-11-04,11351.249,11884.9,11351.249,11884.9,33943820288
2015-11-05,11908.688,12091.53,11853.464,11939.81,42913718272
2015-11-06,11952.512,12292.424,11952.512,12273.351,37737058304
2015-11-09,12227.405,12538.352,12145.064,12453.241,42223243264
2015-11-10,12390.527,12597.163,12349.033,12500.528,40091332608
2015-11-11,12509.525,12687.196,12445.288,12677.537,38212485120
2015-11-12,12735.502,12758.673,12483.34,12635.393,40354512896
2015-11-13,12492.942,12574.962,12272.381,12402.036,36299345920
2015-11-16,12180.986,12620.38,12171.662,12620.38,29240823808
2015-11-17,12744.793,12827.201,12478.973,12511.545,40349696000
2015-11-18,12516.14,12580.913,12257.042,12283.758,30614951936
2015-11-19,12326.161,12609.844,12309.785,12609.844,29446742016
2015-11-20,12650.248,12766.261,12565.801,12702.034,36472672256
2015-11-23,12699.146,12806.316,12539.98,12586.691,36238548992
2015-11-24,12580.717,12694.856,12438.921,12694.856,28393068544
2015-11-25,12696.132,12904.787,12666.188,12893.228,32541589504
2015-11-26,12951.998,12970.47,12747.892,12767.502,34966163456
2015-11-27,12697.507,12733.452,11880.321,11961.703,37147516928
2015-11-30,11991.701,12121.219,11455.495,12037.857,32521529344
2015-12-01,12022.835,12206.165,11938.627,12081.17,27022223360
2015-12-02,12068.977,12188.011,11830.989,12186.271,26399991808
2015-12-03,12205.439,12447.381,12205.439,12447.381,24953294848
2015-12-04,12384.496,12474.457,12268.494,12329.176,26807033856
2015-12-07,12351.405,12467.852,12262.13,12443.047,24767039488
2015-12-08,12371.109,12371.109,12151.153,12164.966,26104307712
2015-12-09,12112.197,12257.581,12091.764,12179.831,23296440320
2015-12-10,12180.774,12318.044,12158.653,12181.03,22863894528
2015-12-11,12120.595,12228.29,12051.444,12134.02,20466589696
