date,open,high,low,close,volume
2015-08-13,7649.26,7925.123,7581.835,7924.971,5792017200
2015-08-14,7984.423,8063.12,7874.952,7914.333,6577013600
2015-08-17,7860.194,7951.152,7758.34,7950.275,6564147200
2015-08-18,7964.576,8039.301,7343.385,7373.579,7946204000
2015-08-19,7126.115,7636.42,6936.684,7595.042,6835524000
2015-08-20,7543.164,7756.353,7428.881,7431.791,6893440800
2015-08-21,7244.916,7324.982,6938.988,6945.657,6209324400
2015-08-24,6587.722,6631.487,6381.515,6381.827,4083848400
2015-08-25,5891.927,6031.916,5879.944,5883.689,4291934400
2015-08-26,5818.969,6033.439,5519.212,5549.196,7135756800
2015-08-27,5646.501,5742.236,5367.324,5725.204,6024388000
2015-08-28,5806.381,6094.841,5730.079,6094.69,6865825600
2015-08-31,6037.891,6037.891,5815.528,5828.862,5479173600
2015-09-01,5723.564,5723.564,5461.987,5511.228,5494618400
2015-09-02,5209.158,5660.046,5193.372,5354.166,5720126400
2015-09-07,5426.961,5625.394,5400.595,5453.15,5221082400
2015-09-08,5387.597,5740.55,5337.374,5731.259,4897806800
2015-09-09,5766.355,6017.01,5760.099,5958.692,7131207200
2015-09-10,5837.005,5948.51,5808.287,5818.483,4863126400
2015-09-11,5819.632,5976.668,5819.632,5917.66,4664042800
2015-09-14,5948.965,5960.797,5453.588,5467.954,5220919200
2015-09-15,5279.059,5407.736,5115.151,5127.264,4502372400
2015-09-16,5157.096,5514.584,5154.932,5505.437,5236822800
2015-09-17,5546.014,5764.448,5486.699,5501.468,6456428800
2015-09-18,5548.495,5655.375,5459.575,5618.611,4802348000
2015-09-21,5516.024,5884.295,5498.783,5883.847,5551471200
2015-09-22,5892.677,5977.999,5784.282,5887.689,6015599600
2015-09-23,5772.918,5965.873,5763.899,5874.252,5301721600
2015-09-24,5909.537,6008.293,5880.669,5944.333,4920273600
2015-09-25,5898.077,5935.714,5609.254,5651.022,4791962400
2015-09-28,5662.847,5887.534,5592.519,5884.207,3782950000
2015-09-29,5775.988,5878.73,5716.768,5779.862,3967396000
2015-09-30,5806.976,5835.92,5687.775,5770.215,3042725400
2015-10-08,5976.54,6108.553,5925.092,6055.911,5045130400
2015-10-09,6048.229,6184.672,6033.664,6148.093,4921522400
2015-10-12,6198.529,6507.156,6194.555,6431.322,7020073600
2015-10-13,6397.196,6574.097,6375.194,6552.366,6119544400
2015-10-14,6515.338,6576.907,6430.126,6459.822,5823368000
2015-10-15,6440.971,6737.759,6440.971,6734.18,6412253200
2015-10-16,6786.993,6855.547,6706.325,6851.098,6744094400
2015-10-19,6889.151,6897.562,6714.161,6820.383,6594570400
2015-10-20,6808.063,7072.426,6806.499,7045.131,6713483200
2015-10-21,7036.321,7063.511,6556.339,6574.56,8106900000
2015-10-22,6577.161,6866.037,6573.356,6850.23,6156295600
2015-10-23,6910.916,7057.902,6847.864,7016.625,7280349600
2015-10-26,7122.098,7153.652,6956.433,7084.276,7571495200
2015-10-27,7008.679,7244.663,6788.091,7195.787,7148319200
2015-10-28,7159.183,7253.198,6973.164,7003.828,6448102400
2015-10-29,7064.195,7144.418,6905.51,7032.435,5111467600
2015-10-30,7007.82,7195.234,6891.961,7056.259,5708283200
2015-11-02,6861.355,7151.352,6844.475,6901.394,5371798400
2015-11-03,6930.348,6987.311,6826.275,6886.791,4056152800
2015-11-04,6928.322,7294.773,6928.322,7294.545,6533096400
2015-11-05,7299.888,7419.655,7196.682,7273.953,8453111200
2015-11-06,7322.246,7571.42,7322.246,7549.299,7844399200
2015-11-09,7520.504,7791.611,7427.407,7735.077,8599310400
2015-11-10,7695.575,7873.144,7670.264,7769.807,7592656800
2015-11-11,7780.965,7952.858,7751.942,7941.01,7371268000
2015-11-12,7990.511,8009.821,7780.392,7890.621,7716394400
2015-11-13,7783.747,7817.382,7580.987,7680.498,6268097600
2015-11-16,7567.095,7947.119,7564.314,7946.508,6017338800
2015-11-17,8033.106,8080.437,7757.293,7767.169,7932120800
2015-11-18,7769.982,7839.797,7571.605,7595.694,5623448800
2015-11-19,7635.474,7919.343,7635.125,7918.798,6763814400
2015-11-20,7957.512,8103.013,7901.364,8048.563,8405532800
2015-11-23,8028.792,8099.483,7880.485,7915.824,7178787200
2015-11-24,7893.93,8049.62,7807.705,8049.224,5515840000
2015-11-25,8044.554,8289.229,8041.542,8269.025,7332025600
2015-11-26,8300.39,8312.993,8119.027,8134.081,7043684000
2015-11-27,8077.927,8136.313,7534.565,7593.563,7051468800
2015-11-30,7608.143,7707.233,7197.058,7654.756,6292435200
2015-12-01,7633.312,7694.53,7479.131,7574.219,4712256800
2015-12-02,7563.879,7584.062,7206.157,7457.406,4294596800
2015-12-03,7473.935,7709.039,7473.783,7708.422,4679780000
2015-12-04,7683.046,7795.315,7607.852,7665.118,4838674400
2015-12-07,7685.947,7801.56,7627.043,7781.381,4229829200
2015-12-08,7745.252,7780.218,7615.866,7673.212,4770944800
2015-12-09,7628.78,7725.103,7588.526,7649.471,4285265700
2015-12-10,7654.137,7809.577,7648.455,7721.316,4728865200
2015-12-11,7692.205,7740.167,7646.304,7652.929,4193135600
2015-12-14,7576.875,7753.387,7528.823,7753.12,4039584800
2015-12-15,7765.643,7921.192,7764.498,7886.126,4543644800
2015-12-16,7923.792,8015.012,7909.505,7948.592,4895054000
2015-12-17,7994.405,8159.649,7994.405,8159.611,6425903200
2015-12-18,8156.882,8179.417,8025.107,8061.286,5637688800
2015-12-21,8042.079,8105.54,8004.359,8092.193,5702093600
2015-12-22,8109.013,8190.158,8069.671,8185.039,5276184100
2015-12-23,8190.832,8192.94,8012.813,8027.524,5373722400
2015-12-24,8006.744,8068.54,7889.464,8048.869,4306292000
2015-12-25,8064.809,8120.44,8017.78,8071.147,3850936100
2015-12-28,8104.677,8194.011,7929.631,7929.631,5386221300
2015-12-29,7924.011,8002.868,7849.302,8002.31,3948726500
2015-12-30,8019.395,8156.97,8012.361,8152.351,4868084600
